timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,batch_size
2025-06-04T07:36:49,llama3_13,63b34ef9-885a-41ae-a642-1005ad96fe39,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,395.16720985993743,0.001816948418807,4.5979230398469625e-06,16.5,356.97063901021744,38.0,0.0019236305461893,0.0387012348498529,0.0040230869029389,0.0446479522989813,Sweden,SWE,halland county,,,Linux-5.15.0-82-generic-x86_64-with-glibc2.31,3.12.9,3.0.2,20,Intel(R) Xeon(R) W-2255 CPU @ 3.70GHz,2,2 x Quadro RTX 6000,12.8598,56.6732,125.48262405395508,machine,N,1.0,1
2025-06-09T09:45:56,llama3_13,e1454f42-6709-4f0c-9aaf-50b0a2d19f20,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,297.7388801947236,0.0015170277728911,5.095161813932269e-06,16.5,403.7369252267886,38.0,0.0014035703768342,0.0328378823813864,0.0030365365006836,0.0372779892589043,Sweden,SWE,halland county,,,Linux-5.15.0-82-generic-x86_64-with-glibc2.31,3.12.9,3.0.2,20,Intel(R) Xeon(R) W-2255 CPU @ 3.70GHz,2,2 x Quadro RTX 6000,12.8598,56.6732,125.48262405395508,machine,N,1.0,2
2025-06-07T23:09:36,llama3_13,167964f4-6f6e-4702-b8eb-8f9f387d81b0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,323.26914421468973,0.0016391170412329,5.070440747491873e-06,16.5,395.0243432032331,38.0,0.0015069957483672,0.0354757589361725,0.0032953394605146,0.0402780941450544,Sweden,SWE,halland county,,,Linux-5.15.0-82-generic-x86_64-with-glibc2.31,3.12.9,3.0.2,20,Intel(R) Xeon(R) W-2255 CPU @ 3.70GHz,2,2 x Quadro RTX 6000,12.8598,56.6732,125.48262405395508,machine,N,1.0,4
2025-06-08T16:15:12,llama3_13,7e14ee9c-5eba-4462-9410-5c88b26a0389,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,327.6912168916315,0.0016755889594664,5.113316662437522e-06,16.779230769230768,400.7774920649724,38.0,0.0015285235888368,0.0363038334874659,0.0033419630973403,0.0411743201736431,Sweden,SWE,halland county,,,Linux-5.15.0-82-generic-x86_64-with-glibc2.31,3.12.9,3.0.2,20,Intel(R) Xeon(R) W-2255 CPU @ 3.70GHz,2,2 x Quadro RTX 6000,12.8598,56.6732,125.48262405395508,machine,N,1.0,8
